epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,568.223,0.12717,4.43234,0.45512,0.1155,0.89938,0.99884,1,0.995,0.98596,0.89895,0.9,0.88229,0.2472,0.27652,4.01084,0.44578,0.22698,0.62725,0.007921,0.007921,0.007921
107,573.522,0.12129,4.4848,0.4551,0.11645,0.91961,0.99876,1,0.995,0.96948,0.8323,0.83333,0.83463,0.26747,0.25942,3.898,0.44382,0.2187,0.61819,0.0079012,0.0079012,0.0079012
108,578.822,0.12657,4.38792,0.45601,0.11929,0.89941,0.99903,1,0.995,0.98282,0.84916,0.85,0.86449,0.22665,0.2689,4.25542,0.44986,0.21089,0.6132,0.0078814,0.0078814,0.0078814
109,584.158,0.13147,4.3019,0.46103,0.12048,0.89914,0.99913,1,0.995,0.98987,0.7826,0.78333,0.7138,0.21936,0.2703,3.92813,0.44748,0.20722,0.6192,0.0078616,0.0078616,0.0078616
110,589.489,0.12202,4.34254,0.46137,0.11378,0.90528,0.99908,1,0.995,0.98571,0.91582,0.91667,0.8794,0.26343,0.27647,3.85861,0.44339,0.21172,0.62157,0.0078418,0.0078418,0.0078418
111,594.788,0.1184,4.38179,0.46361,0.11666,0.89537,0.99906,1,0.995,0.98331,0.86586,0.86667,0.82381,0.26426,0.29002,3.9237,0.44627,0.23632,0.64412,0.007822,0.007822,0.007822
112,600.103,0.11822,4.36398,0.45794,0.12118,0.90225,0.99913,1,0.995,0.9584,0.86639,0.86667,0.82535,0.28223,0.26973,3.93965,0.44765,0.22087,0.62719,0.0078022,0.0078022,0.0078022
113,605.388,0.12057,4.23118,0.45917,0.11914,0.90633,0.99899,1,0.995,0.99242,0.91574,0.91667,0.91749,0.37717,0.2674,3.70019,0.44619,0.2188,0.61407,0.0077824,0.0077824,0.0077824
114,610.884,0.1214,4.31183,0.46294,0.11657,0.88904,0.99902,1,0.995,0.98924,0.89969,0.9,0.89497,0.29026,0.24248,3.80421,0.44661,0.19176,0.57548,0.0077626,0.0077626,0.0077626
115,616.17,0.12306,4.16522,0.46475,0.12574,0.88394,0.99859,1,0.995,0.97198,0.8196,0.81667,0.83928,0.32271,0.23316,3.88252,0.4531,0.18948,0.56936,0.0077428,0.0077428,0.0077428
116,621.526,0.11795,4.26148,0.45144,0.11597,0.89207,0.99859,1,0.995,0.9452,0.6994,0.7,0.60854,0.20478,0.21415,4.04791,0.44733,0.17958,0.53212,0.007723,0.007723,0.007723
